"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.683299374E2,-2.034190893E0,2.069191933E0,6.261076331E-1
1.683349340E2,-2.015390635E0,2.183415890E0,2.045137882E-1
1.683399306E2,-1.721525550E0,2.260680676E0,-3.137941360E-1
1.683449272E2,-1.354619026E0,2.370357037E0,-5.436532497E-1
1.683499239E2,-1.216462851E0,2.321015358E0,-7.928943634E-2
1.683549205E2,-1.229245543E0,2.134394169E0,4.748930931E-1
1.683599171E2,-1.322832465E0,1.913510323E0,8.959671855E-1
1.683649141E2,-1.184143066E0,1.603474617E0,1.118612766E0
1.683699134E2,-9.098989964E-1,1.221378326E0,1.404839993E0
1.683749116E2,-5.797561407E-1,8.251504898E-1,1.994063973E0
1.683799084E2,-1.297327876E-1,3.625898361E-1,2.731034756E0
1.683849050E2,3.302020431E-1,5.170536041E-2,3.325395584E0
1.683899016E2,8.220255375E-1,5.751132965E-2,3.454040527E0
1.683948982E2,1.467776060E0,3.986167908E-2,3.405042410E0
1.683998948E2,2.221483707E0,-1.209669113E-1,3.134134769E0
1.684048915E2,2.981656313E0,-3.291597366E-1,2.802680969E0
1.684098881E2,3.695427656E0,-5.968093872E-1,2.490817547E0
1.684148847E2,4.380929947E0,-9.287300110E-1,2.216283560E0
1.684198813E2,4.972736835E0,-1.291479111E0,1.956172585E0
1.684248779E2,5.496332169E0,-1.656391144E0,1.783132076E0
1.684298745E2,5.946214676E0,-2.145544052E0,1.669100165E0
1.684348711E2,6.195240974E0,-2.557787895E0,1.630965948E0
1.684398678E2,6.310378551E0,-2.955293655E0,1.749655843E0
1.684448644E2,6.172634125E0,-3.194374084E0,1.897465348E0
1.684498610E2,5.952562332E0,-3.306161880E0,2.145394802E0
1.684548576E2,5.710811615E0,-3.297791481E0,2.329634666E0
1.684598542E2,5.500725269E0,-3.296078682E0,2.542886734E0
1.684648508E2,5.396781445E0,-3.327126503E0,2.736447096E0
1.684698474E2,5.484885693E0,-3.407551765E0,2.965225697E0
1.684748441E2,5.587086201E0,-3.498888016E0,3.159769773E0
1.684798407E2,5.741195202E0,-3.603663445E0,3.294670105E0
1.684848373E2,5.805782318E0,-3.659767151E0,3.377760410E0
1.684898339E2,5.733314037E0,-3.684184074E0,3.340337515E0
1.684948305E2,5.495353699E0,-3.547718048E0,3.316360235E0
1.684998271E2,5.365204334E0,-3.532883644E0,3.219564915E0
1.685048238E2,5.206850052E0,-3.562748909E0,3.345741749E0
1.685098204E2,5.185061932E0,-3.505434036E0,3.619773865E0
1.685148170E2,5.187096596E0,-3.554328918E0,4.018250465E0
1.685198136E2,5.064885139E0,-3.625012398E0,4.622710705E0
1.685248102E2,5.029725075E0,-3.681471825E0,4.982529163E0
1.685298068E2,5.118182182E0,-3.589863777E0,4.625263691E0
1.685348034E2,5.344341278E0,-3.532260895E0,3.794467449E0
1.685398001E2,5.541169643E0,-3.470299721E0,3.247001648E0
1.685447967E2,5.526430607E0,-3.614304543E0,3.519791842E0
1.685497933E2,5.269874096E0,-3.890110970E0,3.937324524E0
1.685547899E2,4.739693165E0,-4.257222176E0,3.946922302E0
1.685597865E2,3.959534883E0,-4.699224472E0,3.973099232E0
1.685647831E2,3.363716602E0,-5.060752869E0,3.836497307E0
1.685697797E2,2.713272095E0,-5.430582047E0,3.769338369E0
1.685747764E2,2.152969837E0,-5.691378593E0,4.028716087E0
1.685797730E2,1.989413977E0,-5.919638634E0,4.705954552E0
1.685847696E2,1.654297471E0,-5.849799156E0,5.478596687E0
1.685897662E2,9.984332323E-1,-5.589804649E0,6.084090233E0
1.685947628E2,4.367977083E-1,-5.161266327E0,6.661623478E0
1.685997594E2,9.425084293E-2,-4.832488060E0,7.006596565E0
1.686047560E2,-2.218086869E-1,-4.531990051E0,7.066236973E0
1.686097527E2,-6.736149788E-1,-4.100124359E0,6.851443291E0
1.686147493E2,-9.408898354E-1,-3.547554970E0,5.657217026E0
1.686197512E2,-9.691458941E-1,-3.140822411E0,4.002322674E0
1.686247468E2,-1.186016798E0,-2.552658081E0,1.910187721E0
1.686297424E2,-9.905834198E-1,-2.144886971E0,-2.476512790E-1
1.686347380E2,-5.034980178E-1,-2.082480431E0,-2.199323177E0
1.686397335E2,-3.995092809E-1,-1.924821854E0,-3.706858635E0
1.686447291E2,-3.550751805E-1,-1.832303047E0,-5.096680164E0
1.686497247E2,-3.151185513E-1,-1.900395393E0,-6.317354679E0
1.686547205E2,-6.144168377E-1,-2.284151077E0,-6.802756786E0
1.686597166E2,-1.314621091E0,-2.942302704E0,-6.603600979E0
1.686647130E2,-2.233166218E0,-3.604061127E0,-6.207520962E0
1.686697096E2,-3.157583237E0,-4.121032715E0,-5.591473579E0
1.686747065E2,-4.079647541E0,-4.256502151E0,-5.255898952E0
1.686797036E2,-4.795466900E0,-4.333910942E0,-4.569127560E0
1.686847010E2,-5.297829628E0,-4.240851402E0,-3.806328535E0
1.686896984E2,-5.501616001E0,-4.044565201E0,-2.865159512E0
1.686946958E2,-5.560636044E0,-3.795453072E0,-1.810483932E0
1.686996932E2,-5.979085445E0,-3.668158531E0,-8.449451923E-1
1.687046906E2,-6.039836884E0,-3.303689003E0,8.643770218E-2
1.687096880E2,-5.837691307E0,-2.979825974E0,8.526637554E-1
1.687146854E2,-5.788159847E0,-2.784939766E0,1.162734509E0
1.687196828E2,-5.390342712E0,-2.723597527E0,1.316444159E0
1.687246802E2,-4.937377453E0,-2.498746872E0,1.319670796E0
1.687296776E2,-4.686286449E0,-2.371194839E0,7.926262617E-1
1.687346744E2,-4.070763588E0,-2.453029633E0,1.217423677E-1
1.687396710E2,-3.133591652E0,-2.500085831E0,-8.592307568E-1
1.687446677E2,-2.462613106E0,-2.512833595E0,-1.389216423E0
1.687496643E2,-2.218811750E0,-2.342967987E0,-2.629282475E0
1.687546609E2,-2.126731873E0,-2.307531357E0,-4.870051384E0
1.687596575E2,-2.061801910E0,-2.167140007E0,-9.798542976E0
1.687646541E2,-3.239971995E-1,-2.115566254E0,-1.311290359E1
1.687696507E2,4.391851127E-1,-1.494348526E0,-1.172137833E1
1.687746473E2,5.016980767E-1,-7.584466934E-1,-1.228307533E1
1.687796440E2,7.290248871E-1,4.062690735E-1,-1.077504253E1
1.687846406E2,1.874316812E0,1.397434235E0,-7.525200367E0
1.687896372E2,2.363880396E0,2.030273914E0,-5.703608513E0
1.687946338E2,2.872928619E0,2.474465847E0,-4.245831966E0
1.687996304E2,3.837478399E0,2.588851452E0,-3.618513107E0
1.688046270E2,4.125202179E0,2.811655045E0,-3.406543732E0
1.688096236E2,3.654519796E0,2.824172020E0,-2.799257278E0
1.688146203E2,2.944242954E0,3.088816166E0,-2.329172373E0
1.688196169E2,2.667032957E0,3.153671741E0,-3.063705444E0
1.688246135E2,1.889961839E0,3.237393856E0,-3.530405760E0
1.688296101E2,1.884414196E0,3.015161991E0,-4.462618828E0
1.688346067E2,2.251674175E0,2.703173637E0,-5.803614140E0
1.688396033E2,2.085960150E0,2.799079895E0,-6.280613422E0
1.688445999E2,1.542444468E0,3.067813873E0,-6.041055679E0
1.688495966E2,7.772155404E-1,3.302870274E0,-5.874433517E0
1.688545932E2,3.675269186E-1,3.423023224E0,-5.785327911E0
1.688595898E2,-1.104485393E-1,3.813957214E0,-6.048007011E0
1.688645864E2,-2.569653094E-1,4.159640789E0,-6.111606598E0
1.688695872E2,-3.040969968E-1,4.420062542E0,-6.396157265E0
1.688745817E2,-7.169342041E-1,4.691637516E0,-7.029358864E0
1.688795762E2,-1.501651525E0,5.199540615E0,-7.070062637E0
1.688845708E2,-2.336168289E0,5.833732605E0,-6.855829239E0
1.688895657E2,-2.261034489E0,6.161162376E0,-7.147601128E0
1.688945608E2,-2.018087149E0,6.240063190E0,-7.096945763E0
1.688995561E2,-1.881487966E0,6.345915318E0,-6.917234421E0
1.689045518E2,-1.999986649E0,6.598292351E0,-6.658956528E0
1.689095477E2,-2.145967007E0,6.838969231E0,-6.396699429E0
1.689145438E2,-2.224220753E0,7.125512123E0,-6.170813084E0
1.689195402E2,-2.326358557E0,7.333566189E0,-5.995309830E0
1.689245369E2,-2.319156647E0,7.501614571E0,-5.845860481E0
1.689295338E2,-2.377687216E0,7.651408672E0,-5.638160706E0
1.689345310E2,-2.427932501E0,7.677543640E0,-5.293475628E0
1.689395284E2,-2.407475948E0,7.630079269E0,-4.903401375E0
1.689445261E2,-2.280446529E0,7.461043358E0,-4.415547848E0
1.689495241E2,-2.018551826E0,7.012318611E0,-3.897572041E0
1.689545223E2,-1.787045479E0,6.427412033E0,-3.304649353E0
1.689595205E2,-1.566898942E0,5.890336990E0,-2.642251015E0
1.689645186E2,-1.188508153E0,5.223545551E0,-1.880165339E0
1.689695168E2,-8.265930414E-1,4.558097363E0,-8.956155777E-1
1.689745150E2,-5.643252134E-1,3.883812428E0,3.360145092E-1
1.689795129E2,-2.367273420E-1,3.068503857E0,1.673998117E0
1.689845095E2,-8.749301732E-2,2.049249172E0,3.247160196E0
1.689895061E2,6.243058443E-1,9.708709717E-1,5.462402344E0
1.689945027E2,1.239735246E0,-3.018465042E-1,8.393247604E0
1.689994993E2,1.227860928E0,-2.047991753E0,1.214244080E1
1.690044959E2,1.607348204E0,-4.170669556E0,1.653278732E1
1.690094926E2,2.099641085E0,-6.682132721E0,2.052963638E1
1.690144892E2,3.579658508E0,-9.891498566E0,2.171221161E1
1.690194858E2,5.175058842E0,-1.314192295E1,1.968175125E1
1.690244824E2,6.178015709E0,-1.570315170E1,1.631502533E1
1.690294790E2,6.044193268E0,-1.692539597E1,1.291717911E1
1.690344756E2,6.094839096E0,-1.666836929E1,9.952176094E0
1.690394722E2,5.091563702E0,-1.459680843E1,8.043224335E0
1.690444689E2,3.721468449E0,-1.153663158E1,6.653746605E0
1.690494655E2,2.451817513E0,-7.963197708E0,5.456614494E0
1.690544621E2,1.937644243E0,-4.753133774E0,4.541552544E0
1.690594587E2,1.545402527E0,-1.960713387E0,3.585929632E0
1.690644553E2,9.991294742E-1,2.595005035E-1,2.727124214E0
1.690694519E2,2.885190845E-1,1.834343910E0,2.003800869E0
1.690744485E2,-6.494743228E-1,2.752988338E0,1.385276079E0
1.690794452E2,-1.687173486E0,3.016862392E0,6.694023609E-1
1.690844418E2,-2.984662056E0,2.665654182E0,1.591143608E-1
1.690894384E2,-4.461995125E0,1.836377144E0,-1.223800182E-1
1.690944350E2,-5.716539860E0,8.953819275E-1,-1.474373341E-1
1.690994316E2,-6.613989830E0,-5.628681183E-2,-6.759109497E-1
1.691044282E2,-6.921208858E0,-1.118286133E0,-2.216620207E0
1.691094248E2,-6.450063229E0,-2.369522095E0,-3.890201092E0
1.691144222E2,-6.414124012E0,-3.761126518E0,-4.157293320E0
1.691194283E2,-5.412448883E0,-5.527058601E0,-2.965202093E0
1.691244174E2,-5.108056545E0,-7.582736015E0,-9.481613636E-1
1.691294067E2,-4.810360909E0,-9.432271004E0,1.358076572E0
1.691343966E2,-4.808617592E0,-1.048422718E1,3.505856752E0
1.691393872E2,-5.123084068E0,-1.016106892E1,3.704712629E0
1.691443789E2,-5.385855675E0,-8.534996033E0,1.594854116E0
1.691493716E2,-5.313933372E0,-5.736665726E0,-1.638910651E0
1.691543656E2,-4.740170479E0,-2.795733452E0,-4.633013725E0
1.691593609E2,-4.542961121E0,-2.884016037E-1,-6.181503296E0
1.691643575E2,-4.394696712E0,1.340500355E0,-7.125829697E0
1.691693554E2,-4.684455872E0,2.563591957E0,-7.983376503E0
1.691743544E2,-5.066575050E0,3.734013557E0,-8.868165016E0
1.691793544E2,-4.485343933E0,4.874402523E0,-9.785894394E0
1.691843552E2,-4.493619442E0,5.962664604E0,-1.082641602E1
1.691893565E2,-4.768098354E0,6.923614025E0,-1.163624763E1
1.691943583E2,-5.202305794E0,7.059753418E0,-1.298839760E1
1.691993604E2,-6.669487476E0,6.376855850E0,-1.133702087E1
1.692043624E2,-7.446007252E0,5.460357189E0,-9.213074684E0
1.692093611E2,-7.666482449E0,4.783474445E0,-7.072615623E0
1.692143580E2,-7.173667431E0,4.349411011E0,-4.991684437E0
1.692193546E2,-7.115724564E0,4.180343628E0,-3.726877689E0
1.692243512E2,-7.482282162E0,4.277496338E0,-3.212080956E0
1.692293479E2,-6.476555347E0,4.242506027E0,-3.597112417E0
1.692343445E2,-4.670350075E0,3.813938141E0,-4.067721844E0
1.692393411E2,-2.862100363E0,3.274015903E0,-4.559056282E0
1.692443377E2,-9.176598787E-1,2.481487274E0,-5.306931496E0
1.692493343E2,3.089123368E-1,1.262108803E0,-6.009917259E0
1.692543309E2,1.409294724E0,-1.988954544E-1,-7.264993668E0
1.692593276E2,1.900870204E0,-1.475307465E0,-8.890037537E0
1.692643242E2,2.010193348E0,-2.137129784E0,-9.894238472E0
1.692693208E2,1.964863420E0,-2.183117867E0,-9.443468094E0
1.692743174E2,1.925004244E0,-2.219215393E0,-8.451142311E0
1.692793140E2,2.132115364E0,-2.773386002E0,-7.887704849E0
1.692843106E2,3.186265469E0,-3.420796394E0,-7.671403408E0
1.692893072E2,4.551950455E0,-4.362062454E0,-6.935512066E0
1.692943039E2,6.236514568E0,-5.620305061E0,-5.863630295E0
1.692993005E2,8.145461082E0,-7.142148018E0,-4.912686825E0
1.693042971E2,1.026224709E1,-8.359938622E0,-3.817320824E0
1.693092937E2,1.207515430E1,-8.788319588E0,-2.659111500E0
1.693142903E2,1.353933334E1,-8.660624504E0,-1.330524325E0
1.693192869E2,1.405422974E1,-7.863112450E0,1.002994776E-1
1.693242835E2,1.394011402E1,-6.468894958E0,1.290151000E0
1.693292802E2,1.230743122E1,-4.275983810E0,2.003518581E0
1.693342768E2,9.457822800E0,-2.379047394E0,2.409684181E0
1.693392734E2,6.704786777E0,-9.143476486E-1,2.798367023E0
1.693442700E2,4.512365818E0,7.312202454E-2,3.189088345E0
1.693492666E2,2.754664421E0,7.300081253E-1,3.210215330E0
1.693542632E2,1.393878102E0,1.233986855E0,2.772231579E0
1.693592598E2,3.133820295E-1,1.800787926E0,2.253028393E0
1.693642565E2,-4.992906153E-1,2.320452213E0,1.726645112E0
1.693692545E2,-1.080768943E0,2.642429352E0,9.561739564E-1
1.693742524E2,-2.027434111E0,3.046962738E0,1.976340562E-1
1.693792493E2,-3.199129820E0,3.285187721E0,-1.044682980E0
1.693842459E2,-4.429802895E0,3.352509975E0,-2.064890385E0
1.693892425E2,-4.907178402E0,3.103186131E0,-1.363670945E0
1.693942391E2,-5.013761520E0,2.815243244E0,-3.339920938E-2
1.693992357E2,-4.903429031E0,2.151576042E0,1.191048384E0
1.694042323E2,-4.863308907E0,1.775538445E0,1.436781883E0
1.694092290E2,-4.889861107E0,1.691699028E0,1.669607401E0
1.694142256E2,-4.585852623E0,1.641420364E0,1.949384928E0
1.694192222E2,-4.086333275E0,1.595952034E0,2.040678740E0
1.694242188E2,-3.571652174E0,1.581581116E0,1.806170702E0
1.694292154E2,-2.959006786E0,1.337478638E0,1.847151518E0
1.694342120E2,-2.702659607E0,9.261693954E-1,1.986237288E0
1.694392086E2,-2.484394550E0,6.660099030E-1,2.095043421E0
1.694442053E2,-2.158906460E0,6.404962540E-1,1.968463659E0
1.694492019E2,-1.792411685E0,7.392578125E-1,2.082955599E0
1.694541985E2,-1.532301188E0,7.802639008E-1,2.115950823E0
1.694591951E2,-1.679138184E0,1.031443596E0,1.769593239E0
1.694641917E2,-1.678264737E0,1.406291008E0,1.296473026E0
1.694691883E2,-1.549184203E0,1.780106544E0,5.802598000E-1
1.694741849E2,-1.018681645E0,1.724524498E0,-2.200281620E-2
1.694791816E2,-4.087751806E-1,1.543932915E0,-2.575184107E-1
1.694841782E2,-6.740093231E-3,1.606959343E0,-3.236234188E-1
1.694891748E2,2.566233575E-1,1.762604713E0,-2.426047325E-1
1.694941714E2,3.464307189E-1,1.864872456E0,-1.158864498E-1
1.694991680E2,2.543230951E-1,1.942557812E0,2.330651283E-1
1.695041646E2,-2.594184875E-2,1.995625973E0,2.227834463E-1
1.695091612E2,-3.630574346E-1,1.937885761E0,6.226682663E-2
1.695141579E2,-4.090436101E-1,1.836503029E0,-5.476856232E-2
1.695191545E2,-3.829960525E-1,1.662843704E0,-7.101202011E-2
1.695241511E2,-4.171206355E-1,1.474507332E0,-1.336109638E-2
1.695291477E2,-4.778486788E-1,1.314646721E0,1.655931473E-1
1.695341443E2,-4.380045533E-1,1.183216095E0,3.485143185E-1
1.695391409E2,-2.284085155E-1,9.175958633E-1,6.497504711E-1
1.695441376E2,6.260102987E-2,6.111555099E-1,9.022226930E-1
1.695491342E2,4.803707004E-1,2.854280472E-1,1.134993315E0
1.695541308E2,1.039371014E0,-6.677627563E-2,1.441486597E0
1.695591274E2,1.762651682E0,-5.386724472E-1,1.938801885E0
1.695641240E2,2.740291357E0,-1.110835075E0,2.444526911E0
1.695691206E2,3.662693024E0,-1.617935181E0,3.018282413E0
1.695741172E2,4.371393681E0,-2.038255692E0,3.608990192E0
1.695791139E2,5.022006035E0,-2.445941925E0,4.080005646E0
1.695841105E2,5.494500160E0,-2.792849541E0,4.519138336E0
1.695891071E2,5.720058441E0,-3.030986786E0,4.865876198E0
1.695941037E2,5.780436039E0,-3.119570732E0,4.952118874E0
1.695991003E2,5.709845543E0,-3.147039413E0,4.963798046E0
1.696040969E2,5.656820774E0,-3.144351006E0,4.821457386E0
1.696090935E2,5.652274132E0,-3.223891258E0,4.568284988E0
1.696140902E2,5.710612774E0,-3.359313011E0,4.209660053E0
1.696190885E2,5.788418770E0,-3.553151131E0,3.734832764E0
1.696240874E2,5.775358200E0,-3.733855247E0,3.128575087E0
1.696290843E2,5.933695793E0,-3.928088188E0,2.538776398E0
1.696340809E2,6.010933399E0,-4.061828613E0,2.119682074E0
1.696390776E2,5.990497589E0,-4.030130386E0,1.795463800E0
1.696440742E2,5.853699684E0,-3.752026558E0,1.611977577E0
1.696490708E2,5.551033020E0,-3.266224861E0,1.514178276E0
1.696540674E2,5.078718185E0,-2.895895004E0,1.558722973E0
1.696590640E2,4.386840343E0,-2.676368713E0,2.095515490E0
1.696640606E2,3.721481085E0,-2.472954750E0,2.880612612E0
1.696690572E2,3.004536629E0,-2.342783928E0,3.539143562E0
1.696740539E2,2.367752075E0,-2.419409752E0,3.859476566E0
1.696790505E2,2.425489664E0,-2.953155518E0,4.366192341E0
1.696840471E2,2.599941254E0,-3.448134422E0,4.599494934E0
1.696890437E2,2.939697266E0,-3.811082840E0,4.335187912E0
1.696940403E2,3.357687473E0,-4.257707596E0,3.993384838E0
1.696990369E2,3.569472075E0,-4.675861359E0,3.658952236E0
1.697040335E2,3.618753910E0,-4.963026047E0,3.232129335E0
1.697090302E2,3.704984903E0,-5.270342827E0,3.089028120E0
1.697140268E2,3.839688063E0,-5.597779274E0,3.159611702E0
1.697190234E2,3.826735020E0,-5.828028679E0,3.306498051E0
1.697240200E2,3.640751362E0,-5.822699547E0,3.608803749E0
1.697290166E2,3.229794264E0,-5.680153847E0,3.878917694E0
1.697340132E2,2.848694324E0,-5.469860077E0,4.543846130E0
1.697390098E2,2.302619696E0,-5.239737511E0,5.262151718E0
1.697440065E2,1.540666461E0,-4.860390663E0,5.842397690E0
1.697490031E2,8.707661629E-1,-4.437302589E0,6.522537708E0
1.697539997E2,4.325887263E-1,-3.982474327E0,7.003771305E0
1.697589963E2,-2.988071144E-1,-3.295255661E0,7.376104355E0
1.697639929E2,-1.032094359E0,-2.704442978E0,7.023633957E0
1.697689895E2,-1.882802010E0,-2.028870583E0,5.655146599E0
1.697739861E2,-2.075001478E0,-1.745545387E0,3.911553144E0
1.697789828E2,-1.917228460E0,-1.548349380E0,2.116911411E0
1.697839794E2,-1.774160504E0,-1.530871391E0,5.798562169E-1
1.697889760E2,-1.535384417E0,-1.798381805E0,-6.765509844E-1
1.697939726E2,-8.283643126E-1,-2.286040306E0,-2.081294060E0
1.697989692E2,-3.289234042E-1,-2.555694580E0,-3.415378571E0
1.698039658E2,-2.877038419E-1,-2.973532677E0,-4.308450699E0
1.698089624E2,-4.963390231E-1,-3.173215866E0,-5.191527843E0
1.698139591E2,-8.473985791E-1,-3.408512115E0,-5.801358700E0
1.698189557E2,-1.314352274E0,-3.437633514E0,-6.197891235E0
1.698239523E2,-2.001544952E0,-3.488025665E0,-6.228228092E0
1.698289489E2,-2.812881470E0,-3.480628967E0,-6.110736370E0
1.698339455E2,-3.513301849E0,-3.355585098E0,-5.651166916E0
1.698389421E2,-4.084184647E0,-2.976548195E0,-5.007513523E0
1.698439388E2,-4.469470501E0,-2.618939400E0,-3.747861385E0
1.698489354E2,-4.946640015E0,-2.368857384E0,-2.526535988E0
1.698539320E2,-5.325043201E0,-2.290823936E0,-1.332333803E0
1.698589286E2,-5.128771305E0,-2.413414955E0,-1.419243813E-1
1.698639252E2,-4.567469597E0,-2.523612022E0,8.116526604E-1
1.698689245E2,-4.108029366E0,-2.683712959E0,1.499918342E0
1.698739227E2,-3.986882925E0,-2.783549309E0,1.892768025E0
1.698789193E2,-3.949998617E0,-2.851752281E0,1.747505665E0
1.698839159E2,-3.603534937E0,-2.986127853E0,1.082966328E0
1.698889126E2,-3.319550991E0,-2.944615364E0,9.704709053E-2
1.698939092E2,-2.835114002E0,-2.896895409E0,-1.232676268E0
1.698989058E2,-2.024354458E0,-2.737399101E0,-2.756956577E0
1.699039024E2,-8.542798162E-1,-2.315708160E0,-3.861977339E0
1.699088990E2,-1.167749047E0,-2.251777649E0,-4.711194038E0
1.699138956E2,-1.024940968E0,-2.178203583E0,-5.979320526E0
1.699188922E2,-6.683611274E-1,-1.749927521E0,-7.116876602E0
1.699238889E2,-6.668124348E-2,-1.607738495E0,-7.648442745E0
1.699288855E2,3.722333908E-1,-1.408774376E0,-8.096101761E0
1.699338821E2,3.537639976E-1,-9.133167267E-1,-7.798721313E0
1.699388787E2,2.866400033E-2,-5.694465637E-1,-1.103174019E1
1.699438753E2,2.792728424E0,-6.890869141E-2,-1.392961979E1
1.699488719E2,4.367018700E0,7.346525192E-1,-1.173759842E1
1.699538685E2,3.817246675E0,1.721576691E0,-8.590513229E0
1.699588652E2,3.748693466E0,2.708360195E0,-5.582259178E0
1.699638618E2,3.793023586E0,3.514536381E0,-3.971398830E0
1.699688584E2,3.940492630E0,3.962944984E0,-2.761526346E0
1.699738550E2,3.039710760E0,4.192865372E0,-2.018541574E0
1.699788516E2,2.390198708E0,4.270070076E0,-1.961532474E0
1.699838482E2,1.642157912E0,4.057217598E0,-3.514480591E0
1.699888448E2,2.164346933E0,3.431064129E0,-5.120658398E0
1.699938415E2,1.988238454E0,3.062662125E0,-5.709169388E0
1.699988381E2,1.807171226E0,2.875626087E0,-5.885577202E0
1.700038347E2,1.155871868E0,2.984039307E0,-5.828919411E0
1.700088313E2,1.091830254E0,3.083342075E0,-5.260515213E0
1.700138279E2,1.052598476E0,3.242851734E0,-5.133456230E0
1.700188245E2,6.349344850E-1,3.498618126E0,-5.324686050E0
1.700238211E2,5.519307852E-1,3.721895695E0,-6.016819000E0
1.700288178E2,3.523429036E-1,3.812565804E0,-6.675131798E0
1.700338144E2,-6.616368145E-2,4.058158398E0,-7.007343292E0
1.700388110E2,-5.670033693E-1,4.346117020E0,-7.076013565E0
1.700438076E2,-1.037574649E0,4.659783363E0,-7.046354771E0
1.700488042E2,-1.531044126E0,5.087840080E0,-7.025805950E0
1.700538008E2,-1.832804918E0,5.405515671E0,-7.011434555E0
1.700587974E2,-1.989062071E0,5.660879135E0,-6.967204094E0
1.700637941E2,-2.044038057E0,6.026497364E0,-6.873518467E0
1.700687907E2,-2.105790615E0,6.253565788E0,-6.672674179E0
1.700737873E2,-2.186993599E0,6.390263557E0,-6.381158829E0
1.700787839E2,-2.218694925E0,6.738088608E0,-6.020677567E0
1.700837805E2,-2.311856985E0,6.964351654E0,-5.574155807E0
1.700887771E2,-2.420790911E0,7.104830742E0,-5.152163982E0
1.700937738E2,-2.542685509E0,7.288871288E0,-4.713663101E0
1.700987704E2,-2.641209126E0,7.317662716E0,-4.251622677E0
1.701037670E2,-2.455962658E0,7.088517189E0,-3.811213493E0
1.701087636E2,-2.121606350E0,6.701922894E0,-3.337759018E0
1.701137602E2,-1.872768044E0,6.212584496E0,-2.667070389E0
1.701187600E2,-1.513220191E0,5.533962250E0,-1.879305124E0
1.701237577E2,-1.036475182E0,4.727885246E0,-1.069155216E0
1.701287545E2,-4.763114154E-1,3.899119854E0,-2.279281616E-2
1.701337511E2,-1.462511867E-1,3.066036701E0,1.274215937E0
1.701387478E2,6.886994094E-2,2.048312664E0,2.912341118E0
1.701437444E2,8.493985236E-2,9.856863022E-1,5.094296455E0
1.701487410E2,-4.795929790E-1,3.297481537E-1,8.288194656E0
1.701537376E2,1.766319633E0,-1.545251846E0,9.209637642E0
1.701587342E2,2.525651455E0,-3.486083984E0,1.237567806E1
1.701637308E2,2.881566048E0,-5.493589401E0,1.534456348E1
1.701687274E2,3.021361589E0,-7.804420471E0,1.731055069E1
1.701737241E2,3.182730436E0,-1.038336849E1,1.726730347E1
1.701787207E2,3.542664051E0,-1.285936356E1,1.547833252E1
1.701837173E2,4.165332317E0,-1.452456951E1,1.263682842E1
1.701887139E2,4.212107658E0,-1.498871899E1,1.036294556E1
1.701937105E2,3.884446144E0,-1.402334213E1,8.754911423E0
1.701987071E2,3.651884079E0,-1.171208096E1,7.961201668E0
1.702037038E2,3.203946590E0,-8.820325851E0,7.333431244E0
1.702087004E2,2.876755238E0,-5.973661423E0,6.602096081E0
1.702136970E2,2.361684322E0,-3.458850861E0,5.674543381E0
1.702186936E2,1.737737894E0,-1.586134911E0,4.630642891E0
1.702236902E2,1.212118506E0,-1.198806763E-1,3.631516695E0
1.702286868E2,8.615853786E-1,1.017598152E0,2.537379265E0
1.702336834E2,4.775942266E-1,1.958773613E0,1.234606981E0
1.702386801E2,-9.240803123E-2,2.618210316E0,1.861636639E-1
1.702436767E2,-8.254235983E-1,2.948652267E0,-5.956547260E-1
1.702486733E2,-1.414506555E0,2.883721352E0,-1.146387339E0
1.702536699E2,-2.108134747E0,2.433560848E0,-1.511391640E0
1.702586665E2,-2.873633146E0,1.723255634E0,-1.592208982E0
1.702636631E2,-4.072479725E0,8.584012985E-1,-1.422621250E0
1.702686597E2,-4.626275539E0,2.841567993E-2,-1.600075364E0
1.702736564E2,-4.505919456E0,-9.194965363E-1,-2.242604733E0
1.702786530E2,-4.816599846E0,-1.436901093E0,-3.293207169E0
1.702836496E2,-3.864379883E0,-2.113294601E0,-4.196796894E0
1.702886462E2,-2.744245052E0,-2.956672668E0,-4.008447647E0
1.702936428E2,-2.210705280E0,-4.121683121E0,-2.942229986E0
1.702986394E2,-2.271238804E0,-5.641347885E0,-3.169906139E-1
1.703036360E2,-2.894455910E0,-7.445375443E0,3.026736975E0
1.703086327E2,-3.778900862E0,-8.972617149E0,5.365752697E0
1.703136293E2,-5.357397556E0,-1.000674057E1,6.236584187E0
1.703186259E2,-6.502314568E0,-1.000002861E1,5.281140804E0
1.703236225E2,-7.064754486E0,-8.255404472E0,2.606108189E0
1.703286191E2,-6.872792244E0,-5.204341888E0,-7.827060223E-1
1.703336157E2,-6.304747581E0,-2.184796333E0,-4.190477848E0
1.703386123E2,-5.822946548E0,9.452724457E-2,-6.217670441E0
1.703436090E2,-6.013195038E0,2.150515079E0,-7.352452278E0
1.703486056E2,-6.338088036E0,3.753650188E0,-7.770665646E0
1.703536022E2,-6.264522076E0,5.007266521E0,-8.757694244E0
1.703585988E2,-6.895256996E0,6.093426228E0,-1.059577274E1
1.703635954E2,-8.498127937E0,6.823201180E0,-1.184128761E1
1.703685967E2,-8.751140594E0,6.433243752E0,-1.243016052E1
