"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.982509600E0,4.896824360E0,2.412765503E0,-6.059225082E0
1.987506475E0,3.932010651E0,2.659195423E0,-2.233045101E0
1.992503350E0,2.683899403E0,2.610646725E0,-1.056348443E0
1.997500225E0,2.249969482E0,2.410915375E0,-1.034144640E0
2.002497100E0,2.273710728E0,2.497756958E0,-1.337996602E0
2.007493975E0,2.014604092E0,2.457721233E0,-2.057564259E0
2.012490850E0,9.962116480E-1,2.509634018E0,-3.343472004E0
2.017487725E0,-1.283647716E-1,2.649496078E0,-4.754065990E0
2.022484600E0,-2.426526994E-1,2.804057598E0,-6.257739544E0
2.027481475E0,-2.822640538E-1,2.895231724E0,-7.295773983E0
2.032478350E0,-4.582633674E-1,3.128777981E0,-7.446520805E0
2.037475225E0,-4.596145451E-2,3.638014793E0,-7.102308273E0
2.042472100E0,-3.795858473E-2,3.932322025E0,-6.909934998E0
2.047468975E0,-3.498781621E-1,4.244174480E0,-6.885573387E0
2.052465850E0,-6.941755414E-1,4.559253216E0,-6.873599052E0
2.057462725E0,-9.488844275E-1,4.825285435E0,-6.799306393E0
2.062459600E0,-1.286373019E0,5.097673416E0,-6.686062813E0
2.067456475E0,-1.763475299E0,5.431299686E0,-6.436286926E0
2.072453350E0,-1.940826416E0,5.692248344E0,-5.947453022E0
2.077450225E0,-1.931863189E0,5.911916733E0,-5.647489548E0
2.082447100E0,-1.733218312E0,6.059386730E0,-5.499924183E0
2.087443975E0,-1.525259256E0,6.166063786E0,-5.374843597E0
2.092440850E0,-1.482548237E0,6.179477692E0,-5.181276321E0
2.097437725E0,-1.449866533E0,6.135543823E0,-4.957883835E0
2.102434600E0,-1.415973783E0,5.972184181E0,-4.676097870E0
2.107431475E0,-1.377143502E0,5.692135811E0,-4.433661938E0
2.112428350E0,-1.407939196E0,5.427042007E0,-4.180259705E0
2.117428350E0,-1.484800696E0,5.250785828E0,-3.767929077E0
2.122426266E0,-1.522154450E0,5.081718922E0,-3.388454914E0
2.127416266E0,-1.406560779E0,4.952973843E0,-3.044749022E0
2.132406683E0,-1.256416082E0,4.971699238E0,-2.682365417E0
2.137397620E0,-9.930810928E-1,5.182547569E0,-2.237880707E0
2.142389235E0,-6.632441878E-1,5.525135994E0,-1.683101654E0
2.147381787E0,-1.082866669E0,5.217775822E0,-1.672220349E0
2.152375381E0,-1.912975073E0,4.507868290E0,-1.162436962E0
2.157370173E0,-2.054896593E0,4.058000565E0,-3.206815720E-1
2.162366266E0,-1.871875882E0,3.484766006E0,5.809941292E-1
2.167363662E0,-1.834449053E0,2.647096634E0,1.481692314E0
2.172362204E0,-1.801524639E0,1.612138271E0,2.473258495E0
2.177361787E0,-1.741934538E0,6.881694794E-1,3.689803600E0
2.182362256E0,-1.815212011E0,-3.837337494E-1,5.044731140E0
2.187363350E0,-2.122668982E0,-1.570694923E0,7.042608261E0
2.192364964E0,-2.374420166E0,-2.773390770E0,1.000786400E1
2.197366943E0,-2.297587395E0,-4.162919044E0,1.370395660E1
2.202369027E0,-2.088790417E0,-5.665290833E0,1.711526489E1
2.207369860E0,4.180560410E-1,-7.887145042E0,1.876073074E1
2.212367985E0,2.827795982E0,-1.057479572E1,1.885787582E1
2.217364860E0,3.357451916E0,-1.258310509E1,1.636932945E1
2.222361735E0,3.356561661E0,-1.362775803E1,1.326984978E1
2.227358610E0,3.400837660E0,-1.353535748E1,1.086315155E1
2.232355485E0,3.332925558E0,-1.212574482E1,8.654474258E0
2.237352360E0,2.976785183E0,-9.709331512E0,6.447895050E0
2.242349235E0,2.496467113E0,-6.823275566E0,4.639174938E0
2.247346110E0,2.216379166E0,-4.044753075E0,3.814822435E0
2.252342985E0,1.692288876E0,-1.763278961E0,3.453172207E0
2.257339860E0,1.067505956E0,-2.192649841E-1,2.959581375E0
2.262336735E0,3.559468389E-1,7.202901840E-1,2.154023170E0
2.267333610E0,-3.559255600E-1,1.204910278E0,1.335171223E0
2.272330485E0,-1.315952778E0,8.912925720E-1,6.619822979E-1
2.277327360E0,-2.165317297E0,-7.086372375E-2,2.907419205E-1
2.282324235E0,-2.601879120E0,-1.383741379E0,4.175353050E-2
2.287321110E0,-3.083236217E0,-3.000998497E0,-3.139345646E-1
2.292317985E0,-3.810940266E0,-4.721460342E0,-5.496904850E-1
2.297314860E0,-4.583788872E0,-6.437747002E0,-4.515674114E-1
2.302311735E0,-4.250932217E0,-7.770379066E0,-4.877438545E-1
2.307308610E0,-3.612136126E0,-8.516211510E0,4.488322735E-1
2.312305485E0,-2.685527086E0,-8.979598045E0,2.625059605E0
2.317302360E0,-1.516814590E0,-9.200762749E0,4.219851494E0
2.322299235E0,-1.886605620E0,-8.826134682E0,4.456557274E0
2.327296110E0,-2.858088017E0,-7.436480522E0,2.059402227E0
2.332292985E0,-3.189768314E0,-5.222558975E0,-2.501230478E0
2.337289860E0,-2.797730923E0,-2.541938782E0,-5.880174637E0
2.342286735E0,-1.590962291E0,3.741197586E-1,-5.834988117E0
2.347283610E0,-9.880622625E-1,2.641043186E0,-5.846961975E0
2.352280485E0,-1.329904318E0,4.290641308E0,-7.139537811E0
2.357277360E0,-3.205041647E0,5.312295437E0,-9.515211105E0
2.362274235E0,-4.648299217E0,6.163209915E0,-1.222901726E1
2.367271266E0,-5.618552685E0,7.015767097E0,-1.366052246E1
2.372268402E0,-5.578830242E0,7.282748699E0,-1.315956306E1
2.377265537E0,-5.421887398E0,7.128749847E0,-1.111978436E1
2.382262673E0,-5.692200184E0,6.594422817E0,-8.878645897E0
2.387259808E0,-6.115411282E0,5.823949814E0,-6.757224083E0
2.392256943E0,-6.545641899E0,4.956801891E0,-5.208253860E0
2.397253870E0,-7.191560268E0,4.369521141E0,-4.502105713E0
2.402250745E0,-8.025802612E0,3.891757488E0,-4.499165058E0
2.407247620E0,-8.481304169E0,3.712109089E0,-4.123072624E0
2.412244495E0,-8.773988724E0,3.009783268E0,-4.409130573E0
2.417241370E0,-8.321118355E0,2.077996731E0,-4.078977108E0
2.422238245E0,-7.056808949E0,1.649484158E0,-2.581201553E0
2.427235120E0,-6.445704937E0,5.786695480E-1,-1.469722271E0
2.432231995E0,-4.407780170E0,6.348705292E-1,-5.074356794E-1
2.437228870E0,-2.534741879E0,4.290513992E-1,-6.787731647E-1
2.442225745E0,-1.422945738E0,-2.028827667E-1,-2.173014879E0
2.447222620E0,-1.028376102E0,-6.568918228E-1,-3.927029133E0
2.452219495E0,-1.571069121E0,-1.259543419E0,-5.871148109E0
2.457216370E0,-1.627120256E0,-1.830270767E0,-8.289489746E0
2.462213245E0,-9.406124949E-1,-2.258847237E0,-1.035392380E1
2.467210120E0,-8.509428799E-2,-2.555121422E0,-1.090214920E1
2.472206995E0,8.430776596E-1,-2.891745567E0,-1.048175430E1
2.477203870E0,1.558592081E0,-3.185140610E0,-9.982595444E0
2.482200745E0,2.469236851E0,-3.798820496E0,-9.407021523E0
2.487197620E0,4.159789085E0,-4.428322792E0,-8.918704033E0
2.492194495E0,6.030442715E0,-5.180856705E0,-8.525296211E0
2.497191370E0,7.629817963E0,-5.981782913E0,-7.866589546E0
2.502188245E0,8.733241081E0,-6.383837700E0,-6.743482113E0
2.507185120E0,9.559573174E0,-6.447953224E0,-5.005156517E0
2.512181995E0,1.019608974E1,-6.600905418E0,-3.079614401E0
2.517178870E0,1.128708267E1,-6.238391876E0,-9.526757002E-1
2.522175745E0,1.155640602E1,-5.474608421E0,1.394556999E0
2.527172620E0,1.070852280E1,-4.339455605E0,4.565336227E0
2.532169495E0,8.857410431E0,-3.031980515E0,7.270869255E0
2.537166370E0,6.204976559E0,-2.109195709E0,8.775135994E0
2.542163245E0,3.664171457E0,-1.256622314E0,9.407630920E0
2.547160120E0,1.904527903E0,-1.316118240E-1,9.367177010E0
2.552156995E0,5.601715446E-1,6.872377396E-1,8.725541115E0
2.557153870E0,-4.695765972E-1,1.035853386E0,7.391227245E0
2.562150745E0,-9.785912633E-1,1.094602585E0,5.652264118E0
2.567147620E0,-9.399029016E-1,1.356483459E0,3.674634457E0
2.572144495E0,-1.917117476E0,1.660551071E0,1.765980959E0
2.577141370E0,-3.810813427E0,1.736289024E0,5.475972891E-1
2.582138245E0,-3.676908493E0,2.796393394E0,8.110576868E-2
2.587135120E0,-3.826576471E0,3.170233250E0,1.016492248E0
2.592131995E0,-3.958193064E0,2.871148586E0,9.596478939E-1
2.597128870E0,-3.887842178E0,2.701388359E0,2.496175170E-1
2.602125745E0,-2.674917459E0,2.986105442E0,2.679912448E-1
2.607122620E0,-3.083677769E0,2.564568043E0,2.046182752E-1
2.612119495E0,-3.096790314E0,2.040737629E0,2.654221058E-1
2.617116370E0,-1.995183349E0,2.790109634E0,6.170997620E-1
2.622114912E0,4.156380296E-1,4.224844933E0,8.280577064E-1
2.627112620E0,6.395840645E-1,4.110003948E0,1.272516251E-1
2.632109495E0,-5.409716368E-1,3.167759895E0,-2.044254541E-1
2.637106370E0,2.928556800E-1,4.123289108E0,-1.278836727E-1
2.642103245E0,1.103202105E0,5.246224880E0,-5.167472363E-2
2.647100120E0,-4.529904127E-1,3.530868530E0,1.289781332E-1
2.652096995E0,5.348344445E-1,4.132223129E0,5.635436177E-1
2.657093870E0,-6.233453751E-1,2.355196953E0,9.465144873E-1
2.662090745E0,-7.472658157E-2,2.058068752E0,1.418547034E0
2.667087620E0,-9.036463499E-1,7.305784225E-1,1.684190154E0
2.672084495E0,2.791822553E-1,1.456634521E0,2.230731964E0
2.677081370E0,2.546991706E-1,1.083721161E0,2.392952204E0
2.682078245E0,-3.022149801E-1,7.374486923E-1,2.265658140E0
2.687075120E0,-4.428184032E-2,1.230250359E0,2.156011343E0
2.692071995E0,-3.659586906E-1,9.470663071E-1,1.693692088E0
2.697068870E0,3.752106428E-1,1.763895512E0,1.525879025E0
2.702065745E0,7.748061419E-1,1.871116638E0,1.242080450E0
2.707062620E0,2.866673470E-2,8.180332184E-1,7.055535316E-1
2.712059495E0,1.045773506E0,1.464464188E0,4.890853167E-1
2.717056370E0,9.773305058E-1,9.190702438E-1,2.371511459E-1
2.722053245E0,1.658123136E0,1.178631783E0,1.735348701E-1
2.727050120E0,2.039920807E0,1.007342339E0,2.505961657E-1
2.732046995E0,1.586548448E0,-4.344272614E-2,2.080874443E-1
2.737043870E0,2.333682060E0,2.465724945E-2,4.451572895E-1
2.742040745E0,3.022933245E0,-1.077919006E-1,9.449704885E-1
2.747037620E0,3.298378468E0,-5.442609787E-1,1.219403267E0
2.752034495E0,3.263138771E0,-1.836524010E0,1.615753412E0
2.757031370E0,3.308731794E0,-2.880938530E0,1.908878803E0
2.762028245E0,3.765913248E0,-3.894392014E0,2.790421724E0
2.767025120E0,4.066214085E0,-4.006744385E0,3.108910322E0
2.772021995E0,3.518395901E0,-4.575449944E0,3.373453140E0
2.777018870E0,3.067028999E0,-4.700886726E0,3.343687534E0
2.782015745E0,3.561648846E0,-4.542613029E0,3.942885399E0
2.787012620E0,3.830110788E0,-4.100947380E0,4.111654282E0
2.792009495E0,4.539325714E0,-3.662688255E0,4.513110638E0
2.797006370E0,3.909804106E0,-3.251956940E0,4.282030582E0
2.802003245E0,3.999034882E0,-2.838612556E0,3.724609375E0
2.807000120E0,3.885126591E0,-3.167984009E0,3.289331675E0
2.811996995E0,4.719225883E0,-2.820624352E0,3.077157974E0
2.816993870E0,5.927505016E0,-2.252145767E0,2.791125536E0
2.821990745E0,6.624154091E0,-1.611594200E0,2.306911230E0
2.826987620E0,6.212453842E0,-2.386601448E0,2.927538872E0
2.831984495E0,4.890972137E0,-2.986308098E0,2.499768257E0
2.836981370E0,4.594925404E0,-2.761096954E0,1.110102296E0
2.841978245E0,3.777513981E0,-3.062993050E0,1.609975815E0
2.846975120E0,2.400571823E0,-3.216209412E0,2.824555874E0
2.851971995E0,1.042778015E0,-3.789590836E0,4.129549503E0
2.856968870E0,1.888067722E0,-2.681742668E0,4.537966728E0
2.861965745E0,9.623075128E-1,-3.527694702E0,5.678727627E0
2.866963558E0,1.105921030E0,-3.814332008E0,6.138532639E0
2.871961787E0,3.214195251E0,-2.700127602E0,5.968161583E0
2.876958975E0,4.157120228E0,-2.662967682E0,5.644917965E0
2.881955850E0,4.034898281E0,-3.809459686E0,4.699060440E0
2.886952725E0,4.221057415E0,-4.394945145E0,3.471355915E0
2.891949600E0,4.632380486E0,-4.600093842E0,2.559290171E0
2.896946475E0,4.854113579E0,-4.887511253E0,1.803551555E0
2.901943350E0,4.827014446E0,-5.078145981E0,1.226449728E0
2.906940225E0,4.614817142E0,-5.215624809E0,9.788326025E-1
2.911937100E0,4.206726074E0,-5.245295525E0,1.048241854E0
2.916933975E0,3.709332943E0,-5.186552048E0,1.414143324E0
2.921930850E0,3.017004013E0,-4.912837982E0,2.119966984E0
2.926927725E0,2.145717621E0,-4.443696022E0,3.022861004E0
2.931924600E0,1.359677434E0,-4.073360443E0,4.000291824E0
2.936921475E0,7.099289298E-1,-3.710710526E0,5.176585674E0
2.941918350E0,-8.443546295E-2,-3.126302719E0,5.633786201E0
2.946915225E0,-8.588416576E-1,-2.548002243E0,5.493983269E0
2.951912100E0,-1.672919035E0,-2.033788681E0,4.839995384E0
2.956908975E0,-2.393913984E0,-1.620001793E0,3.640698433E0
2.961905850E0,-2.234890938E0,-1.663173676E0,2.279100895E0
2.966902725E0,-1.631971836E0,-1.753980637E0,8.391124010E-1
2.971899600E0,-1.260335684E0,-1.665405273E0,-6.982728839E-1
2.976896475E0,-9.728165865E-1,-1.603558540E0,-2.044160843E0
2.981893350E0,-1.164882541E0,-1.762173653E0,-3.103687763E0
2.986890225E0,-1.332124472E0,-2.131280899E0,-3.819500208E0
2.991887100E0,-1.698658109E0,-2.617267609E0,-4.138467312E0
2.996883975E0,-2.166986942E0,-3.059661865E0,-4.514342308E0
3.001880850E0,-2.818970680E0,-3.561284065E0,-4.533479691E0
3.006877725E0,-3.542225838E0,-3.968899727E0,-3.988460064E0
3.011874600E0,-4.527721405E0,-4.256165504E0,-3.658203125E0
3.016871475E0,-5.262971401E0,-4.509125710E0,-3.453270912E0
3.021868350E0,-5.394223213E0,-4.734819412E0,-2.690032959E0
3.026865225E0,-5.166970253E0,-4.533787727E0,-1.857586622E0
3.031862100E0,-5.763746738E0,-4.289158821E0,-1.266286016E0
3.036858975E0,-5.392008305E0,-4.381071091E0,-9.540404081E-1
3.041855850E0,-4.365941525E0,-4.337752342E0,-4.402954578E-1
3.046852725E0,-3.732773304E0,-3.965691566E0,-1.278738976E-1
3.051849600E0,-3.513914108E0,-3.475998878E0,1.808367968E-1
3.056846475E0,-3.333828449E0,-3.055514336E0,7.719955444E-1
3.061843350E0,-3.338154316E0,-2.512753487E0,8.848598003E-1
3.066840225E0,-3.301715612E0,-2.314375877E0,9.142320156E-1
3.071837100E0,-3.140181780E0,-2.122569084E0,6.452503204E-1
3.076833975E0,-2.867728710E0,-2.059234619E0,-6.729054451E-2
3.081830850E0,-2.547422886E0,-2.081004143E0,-9.807232618E-1
3.086827725E0,-2.455873966E0,-1.979493141E0,-2.075108528E0
3.091824600E0,-2.270956516E0,-1.833209991E0,-3.231034994E0
3.096821475E0,-2.059735775E0,-1.760993004E0,-4.783305168E0
3.101818350E0,-7.069422007E-1,-1.825598717E0,-7.463098526E0
3.106815225E0,6.808700562E-1,-1.968011856E0,-1.009589577E1
3.111812100E0,2.013605595E0,-1.644646645E0,-1.208338642E1
3.116810381E0,2.142071009E0,-1.252227783E0,-1.135347748E1
3.121808610E0,1.568540573E0,-5.867137909E-1,-8.905817032E0
3.126805745E0,1.413853407E0,2.091932297E-1,-6.545240879E0
3.131802725E0,1.451770782E0,9.744071960E-1,-4.979001045E0
3.136799600E0,1.844456553E0,1.686594009E0,-3.933156729E0
3.141796475E0,1.832641721E0,2.532183170E0,-2.665674925E0
3.146793350E0,1.805786014E0,2.763284206E0,-3.615852594E0
3.151790225E0,1.991496563E0,2.821324825E0,-3.481083632E0
3.156787100E0,2.086535692E0,2.651740074E0,-3.384357929E0
3.161783975E0,2.100392103E0,2.678153515E0,-3.385679483E0
3.166780850E0,2.541121483E0,2.598815441E0,-3.647816181E0
3.171777725E0,2.910436153E0,2.571934223E0,-4.174671650E0
3.176774600E0,2.900445700E0,2.499456882E0,-4.525545120E0
3.181771475E0,2.447902203E0,2.438993931E0,-4.587896824E0
3.186768350E0,1.631715178E0,2.587110043E0,-4.982911587E0
3.191765225E0,1.236772776E0,2.774192333E0,-5.500865936E0
3.196762100E0,1.166457176E0,3.009842873E0,-5.818631172E0
3.201758975E0,8.825719357E-1,3.497374535E0,-5.912523270E0
3.206755850E0,4.533308744E-1,4.104904652E0,-6.031606674E0
3.211752725E0,4.917336255E-2,4.672277927E0,-6.168148994E0
3.216749600E0,-3.764528036E-1,5.245538712E0,-6.368918419E0
3.221746475E0,-1.882472485E-1,5.604969978E0,-6.415603161E0
3.226743350E0,-2.151179314E-1,5.899292946E0,-6.449494839E0
3.231740225E0,-4.501469135E-1,6.215034485E0,-6.422221184E0
3.236737100E0,-9.738270044E-1,6.547601700E0,-6.343031406E0
3.241733975E0,-1.470731020E0,6.978485584E0,-6.166237831E0
3.246730850E0,-1.671641350E0,7.287784576E0,-6.044522285E0
3.251727725E0,-1.565029144E0,7.494874954E0,-5.989639759E0
3.256724600E0,-1.466775298E0,7.688479424E0,-5.862549305E0
3.261721475E0,-1.582579017E0,7.858816147E0,-5.544175148E0
3.266718350E0,-1.577787638E0,7.855210781E0,-5.242854595E0
3.271715225E0,-1.479133844E0,7.790300369E0,-4.991960526E0
3.276712100E0,-1.289010763E0,7.697612762E0,-4.846282959E0
3.281708975E0,-1.083932877E0,7.541307449E0,-4.692928314E0
3.286705850E0,-8.262588978E-1,7.297183990E0,-4.455915451E0
3.291702725E0,-4.165360034E-1,6.917076588E0,-3.863471031E0
3.296699600E0,2.140119672E-2,6.400657654E0,-3.275734425E0
3.301696475E0,1.748936027E-1,5.807514191E0,-2.652622700E0
3.306693350E0,3.008156121E-1,5.166029930E0,-1.884850383E0
3.311690225E0,4.230219722E-1,4.502173901E0,-9.829614162E-1
3.316687100E0,5.441036820E-1,3.779471874E0,1.351437569E-1
3.321683975E0,7.673274875E-1,2.951926231E0,1.560809612E0
3.326680850E0,6.074798107E-1,2.059395790E0,3.338650942E0
3.331677725E0,6.064310074E-1,8.711023331E-1,5.755965233E0
3.336674600E0,1.343765259E0,-5.875492096E-1,8.754465103E0
3.341671475E0,1.558273315E0,-2.140686989E0,1.226069641E1
3.346668350E0,1.740360498E0,-4.313734055E0,1.649931335E1
3.351665225E0,2.447952509E0,-6.821271896E0,2.055911255E1
3.356662100E0,4.011976719E0,-9.405784607E0,2.084181023E1
3.361658975E0,4.154762745E0,-1.306574821E1,1.999121284E1
3.366657568E0,3.614400625E0,-1.586675835E1,1.696015549E1
3.371656162E0,2.988107920E0,-1.703595352E1,1.314886379E1
3.376651995E0,2.286924124E0,-1.665615463E1,1.003703690E1
3.381647829E0,1.469309092E0,-1.478195667E1,7.390023232E0
3.386643662E0,1.387861013E0,-1.171698856E1,5.539421082E0
3.391639495E0,1.308949709E0,-8.312502861E0,4.645690918E0
3.396635329E0,1.417624712E0,-5.143050194E0,4.025772095E0
3.401631318E0,1.062099099E0,-2.588202477E0,3.350219250E0
3.406627568E0,4.240577817E-1,-7.829475403E-1,2.679968357E0
3.411624079E0,-8.109174669E-2,4.536428452E-1,2.039865255E0
3.416620850E0,-7.789552212E-1,1.388143063E0,1.387120724E0
3.421617881E0,-1.735511661E0,1.923463821E0,6.296091080E-1
3.426615173E0,-2.964687824E0,1.953650475E0,-1.844899654E-1
3.431612568E0,-4.512562752E0,1.597288609E0,-9.484713078E-1
3.436609964E0,-5.826645374E0,8.670988083E-1,-1.305550337E0
3.441607360E0,-6.417688847E0,-8.149147034E-2,-1.188362122E0
3.446604756E0,-6.632714748E0,-1.136262894E0,-7.063589096E-1
3.451602152E0,-7.021142960E0,-2.364515305E0,-3.299193382E-1
3.456599548E0,-7.215219975E0,-3.756978035E0,-3.495388031E-1
3.461596943E0,-6.852569580E0,-5.419498444E0,-3.623793125E-1
3.466594339E0,-6.320008755E0,-7.503910065E0,2.735090256E-1
3.471591735E0,-5.628650665E0,-9.526731491E0,2.042844534E0
3.476589131E0,-4.721093178E0,-1.119196892E1,4.560685158E0
3.481586527E0,-3.082363129E0,-1.194759655E1,6.480235100E0
3.486583923E0,-6.497882009E-1,-1.099630165E1,7.027009487E0
3.491581318E0,1.013659000E0,-8.514701843E0,4.852369785E0
3.496578714E0,6.355444789E-1,-5.380557060E0,-4.221611023E-1
3.501575954E0,-1.580581307E0,-2.162813187E0,-5.247790813E0
3.506572933E0,-2.655121088E0,7.895545959E-1,-7.509423256E0
3.511569808E0,-2.795857191E0,3.082407951E0,-9.312665939E0
3.516566683E0,-3.882632732E0,4.828222752E0,-1.056884384E1
3.521563558E0,-5.192796230E0,6.312452316E0,-1.110887909E1
3.526560433E0,-5.422856808E0,7.735801220E0,-1.174834251E1
3.531557308E0,-5.160318851E0,9.077688217E0,-1.282275391E1
3.536554183E0,-4.759095669E0,9.994216919E0,-1.342639542E1
3.541551058E0,-4.720675945E0,1.017497253E1,-1.292162037E1
3.546547933E0,-5.017626286E0,9.820225716E0,-1.131377220E1
3.551544808E0,-5.214418888E0,9.234215736E0,-9.987615585E0
3.556541683E0,-5.495875359E0,8.345720291E0,-8.645413399E0
3.561538558E0,-5.791331768E0,6.969305038E0,-7.309056282E0
3.566535433E0,-5.858179569E0,5.541710854E0,-6.256455421E0
3.571532308E0,-6.845736027E0,4.205870628E0,-4.874085903E0
3.576529183E0,-7.770489693E0,3.132936001E0,-3.135876894E0
3.581526058E0,-7.810655594E0,2.367331982E0,-2.122763395E0
3.586522933E0,-7.045214653E0,1.685613632E0,-2.165402174E0
3.591519808E0,-5.504500389E0,8.358497620E-1,-2.630529881E0
3.596516683E0,-3.910104036E0,-6.018543243E-2,-3.347303867E0
3.601513558E0,-2.763480902E0,-9.378938675E-1,-4.502806664E0
3.606510433E0,-1.846707106E0,-1.615696907E0,-5.392093658E0
3.611507308E0,-9.008910060E-1,-1.730457306E0,-5.959568977E0
3.616506214E0,2.916855812E-1,-1.771000862E0,-6.727947235E0
3.621506214E0,1.289411783E0,-1.811880112E0,-7.236746788E0
3.626497360E0,2.217154503E0,-2.185455322E0,-7.272634506E0
3.631488610E0,3.303812981E0,-2.893222809E0,-7.642235756E0
3.636480225E0,4.408301353E0,-4.180418968E0,-7.683026314E0
3.641472464E0,5.937697411E0,-5.710403442E0,-7.787179947E0
3.646465485E0,7.860676289E0,-7.075507164E0,-7.479928970E0
3.651459391E0,9.683711052E0,-8.133983612E0,-6.897320271E0
3.656454339E0,1.121959972E1,-8.859507561E0,-6.168029785E0
3.661450329E0,1.212337399E1,-8.960314751E0,-4.961134911E0
3.666447360E0,1.257498169E1,-8.461099625E0,-3.820468426E0
3.671445433E0,1.268031216E1,-7.487358093E0,-2.773107290E0
3.676444443E0,1.219268990E1,-5.822477341E0,-1.814604521E0
3.681444235E0,1.084405327E1,-3.606915474E0,-1.113702536E0
3.686444704E0,9.251191139E0,-1.548069000E0,-6.833493710E-2
3.691445589E0,7.793800354E0,-2.947044373E-1,1.044402003E0
3.696446735E0,6.505300522E0,1.276044846E-1,2.072880983E0
3.701448037E0,5.201575756E0,3.609304428E-1,2.964279652E0
3.706448818E0,3.977296829E0,6.135978699E-1,3.750229597E0
3.711447568E0,2.676964045E0,1.019559860E0,4.431701660E0
3.716444443E0,1.558537245E0,1.332340240E0,4.921168804E0
3.721441318E0,5.653664470E-1,1.616889000E0,5.373416901E0
3.726438193E0,8.458766341E-2,1.914207935E0,5.658601284E0
3.731435068E0,-4.885589778E-1,2.030749798E0,5.585842609E0
3.736431943E0,-1.183222651E0,1.981319904E0,4.955859184E0
3.741428818E0,-1.987792492E0,1.845248699E0,3.882003069E0
3.746425693E0,-2.629197121E0,1.842871189E0,2.316964149E0
3.751422568E0,-2.185734272E0,1.986063004E0,7.369919419E-1
3.756419443E0,-2.457651138E0,1.932582855E0,8.689648658E-2
3.761416318E0,-2.585602522E0,1.685133934E0,5.120104551E-1
3.766413193E0,-2.349223614E0,1.361197472E0,3.475435376E-1
3.771410068E0,-2.283894300E0,1.226391792E0,-6.939738989E-2
3.776406943E0,-2.399092197E0,1.041223526E0,-2.309799790E-1
3.781403818E0,-2.168835163E0,1.013818741E0,-5.618357062E-1
3.786400693E0,-1.964348793E0,9.070425034E-1,-1.039264560E0
3.791397568E0,-2.038500309E0,7.520141602E-1,-1.239252090E0
3.796394443E0,-2.206954718E0,8.214378357E-1,-1.169226408E0
3.801391318E0,-2.221389055E0,8.972187042E-1,-9.513733387E-1
3.806388193E0,-2.314022779E0,1.036725998E0,-8.091672659E-1
3.811385068E0,-2.499327183E0,1.225549698E0,-3.323810697E-1
3.816381943E0,-2.753311396E0,1.164728165E0,5.241919756E-1
3.821378818E0,-2.891972780E0,1.158613205E0,1.597728252E0
3.826375693E0,-2.896162987E0,1.288656235E0,2.515762329E0
3.831372568E0,-2.989569187E0,1.554802895E0,3.098368645E0
3.836369443E0,-2.880004406E0,1.756020546E0,3.441219807E0
3.841366318E0,-2.451380014E0,1.899590969E0,3.427741528E0
3.846363193E0,-1.839216590E0,1.925787926E0,3.336340904E0
3.851360068E0,-1.259751558E0,1.846657753E0,3.048396826E0
3.856356943E0,-9.089898467E-1,1.628663063E0,2.493850708E0
3.861353818E0,-7.723799944E-1,1.379542351E0,1.903418303E0
